codigo,anno,lisa_clusters_nombres_repro
19075,2016,HH
19100,2016,HH
19110,2016,NS
19130,2016,HH
19137,2016,HH
19142,2016,NS
19212,2016,NS
19256,2016,HH
19290,2016,HH
19318,2016,NS
19355,2016,HH
19364,2016,NS
19392,2016,HH
19397,2016,HH
19418,2016,NS
19450,2016,HH
19455,2016,NS
19473,2016,HH
19513,2016,LL
19517,2016,HH
19532,2016,HH
19533,2016,NS
19548,2016,HH
19573,2016,LL
19585,2016,HH
19622,2016,HH
19693,2016,HH
19698,2016,NS
19701,2016,HH
19743,2016,HH
19760,2016,HH
19780,2016,NS
19785,2016,HH
19807,2016,NS
19809,2016,NS
19821,2016,NS
19824,2016,HH
19845,2016,LL
20001,2016,NS
20011,2016,NS
20013,2016,NS
20032,2016,NS
20045,2016,NS
20060,2016,NS
20175,2016,HH
20178,2016,NS
20228,2016,NS
20238,2016,NS
20250,2016,NS
20295,2016,NS
20310,2016,NS
20383,2016,NS
20400,2016,NS
20443,2016,NS
20517,2016,NS
20550,2016,NS
20570,2016,NS
20614,2016,NS
20621,2016,NS
20710,2016,NS
20750,2016,NS
20770,2016,NS
20787,2016,NS
23001,2016,LH
23068,2016,HH
23079,2016,NS
23090,2016,NS
23162,2016,NS
23168,2016,NS
23182,2016,HH
23189,2016,LH
23300,2016,HH
23350,2016,NS
23417,2016,HH
23419,2016,NS
23464,2016,HH
23466,2016,NS
23500,2016,HH
23555,2016,NS
23570,2016,NS
23574,2016,NS
23580,2016,NS
23586,2016,NS
23660,2016,HH
23670,2016,NS
23672,2016,NS
23675,2016,NS
23678,2016,NS
23686,2016,NS
23807,2016,NS
23855,2016,NS
25019,2016,LL
25035,2016,NS
25040,2016,NS
25053,2016,NS
25086,2016,NS
25095,2016,NS
25099,2016,LL
25120,2016,NS
25123,2016,NS
25126,2016,LL
25148,2016,NS
25151,2016,NS
25154,2016,NS
25168,2016,NS
25175,2016,LL
25178,2016,NS
25181,2016,HL
25183,2016,NS
25200,2016,LL
25214,2016,LL
25224,2016,LL
25245,2016,NS
25258,2016,NS
25260,2016,LL
25269,2016,LL
25279,2016,NS
25281,2016,NS
25286,2016,LL
25288,2016,NS
25290,2016,NS
25293,2016,NS
25295,2016,LL
25297,2016,NS
25299,2016,NS
25307,2016,NS
25312,2016,NS
25317,2016,NS
25320,2016,NS
25322,2016,LL
25324,2016,NS
25326,2016,LL
25328,2016,NS
25335,2016,NS
25339,2016,NS
25368,2016,NS
25372,2016,NS
25377,2016,LL
25386,2016,NS
25394,2016,NS
25398,2016,NS
25402,2016,NS
25407,2016,LL
25426,2016,NS
25430,2016,LL
25436,2016,NS
25438,2016,NS
25473,2016,LL
25483,2016,NS
25486,2016,LL
25488,2016,NS
25489,2016,NS
25491,2016,NS
25506,2016,NS
25513,2016,NS
25518,2016,NS
25524,2016,NS
25530,2016,NS
25535,2016,HL
25572,2016,NS
25580,2016,NS
25592,2016,NS
25594,2016,NS
25596,2016,NS
25599,2016,NS
25612,2016,LL
25645,2016,LL
25649,2016,NS
25653,2016,NS
25658,2016,LL
25662,2016,NS
25718,2016,LL
25736,2016,NS
25740,2016,NS
25743,2016,NS
25745,2016,NS
25754,2016,LL
25758,2016,LL
25769,2016,LL
25772,2016,LL
25777,2016,NS
25779,2016,NS
25781,2016,NS
25785,2016,LL
25793,2016,LL
25797,2016,NS
25799,2016,LL
25805,2016,NS
25807,2016,NS
25815,2016,NS
25817,2016,LL
25823,2016,NS
25839,2016,NS
25841,2016,NS
25843,2016,NS
25845,2016,NS
25851,2016,NS
25862,2016,NS
25867,2016,NS
25871,2016,NS
25873,2016,NS
25875,2016,NS
25878,2016,NS
25885,2016,NS
25898,2016,LL
25899,2016,LL
27001,2016,NS
27006,2016,NS
27025,2016,NS
27050,2016,NS
27073,2016,NS
27075,2016,NS
27077,2016,NS
27099,2016,NS
27135,2016,NS
27150,2016,NS
27160,2016,LH
27205,2016,NS
27245,2016,NS
27250,2016,NS
27361,2016,NS
27372,2016,NS
27413,2016,NS
27425,2016,NS
27430,2016,NS
27450,2016,NS
27491,2016,NS
27495,2016,NS
27580,2016,NS
27600,2016,NS
27615,2016,NS
27660,2016,HH
27745,2016,NS
27787,2016,NS
27800,2016,NS
27810,2016,NS
41001,2016,NS
41006,2016,NS
41013,2016,NS
41016,2016,NS
41020,2016,NS
41026,2016,NS
41078,2016,NS
41132,2016,NS
41206,2016,NS
41244,2016,NS
41298,2016,NS
41306,2016,NS
41319,2016,NS
41349,2016,NS
41357,2016,NS
41359,2016,HH
41378,2016,HH
41396,2016,LH
41483,2016,NS
41503,2016,HH
41518,2016,NS
41524,2016,NS
41530,2016,NS
41548,2016,NS
41551,2016,LH
41615,2016,NS
41660,2016,HH
41668,2016,HH
41676,2016,NS
41770,2016,NS
41791,2016,NS
41797,2016,NS
41799,2016,NS
41801,2016,NS
41807,2016,NS
41872,2016,NS
41885,2016,NS
44001,2016,NS
44035,2016,NS
44078,2016,NS
44090,2016,HL
44098,2016,NS
44110,2016,NS
44279,2016,NS
44378,2016,NS
44420,2016,NS
44430,2016,NS
44560,2016,NS
44650,2016,NS
44847,2016,NS
44855,2016,NS
44874,2016,NS
47001,2016,NS
47030,2016,NS
47053,2016,NS
47058,2016,NS
47161,2016,HH
47170,2016,HH
47189,2016,NS
47205,2016,HH
47245,2016,HH
47258,2016,HH
47268,2016,NS
47288,2016,NS
47318,2016,NS
47460,2016,NS
47541,2016,HH
47545,2016,NS
47551,2016,NS
47555,2016,HH
47570,2016,NS
47605,2016,NS
47660,2016,NS
47675,2016,NS
47692,2016,HH
47703,2016,HH
47707,2016,HH
47720,2016,HH
47745,2016,NS
47798,2016,HH
47960,2016,HH
47980,2016,NS
50001,2016,LL
50006,2016,LL
50110,2016,NS
50124,2016,LL
50150,2016,LL
50223,2016,NS
50226,2016,NS
50245,2016,NS
50251,2016,NS
50270,2016,NS
50287,2016,NS
50313,2016,NS
50318,2016,LL
50325,2016,NS
50330,2016,NS
50350,2016,NS
50370,2016,NS
50400,2016,NS
50450,2016,NS
50568,2016,NS
50573,2016,LL
50577,2016,NS
50590,2016,NS
50606,2016,NS
50680,2016,LL
50683,2016,NS
50686,2016,NS
50689,2016,NS
50711,2016,NS
52001,2016,LH
52019,2016,HH
52022,2016,HH
52036,2016,HH
52051,2016,HH
52079,2016,NS
52083,2016,HH
52110,2016,HH
52203,2016,HH
52207,2016,NS
52210,2016,HH
52215,2016,HH
52224,2016,HH
52227,2016,HH
52233,2016,NS
52240,2016,HH
52250,2016,HH
52254,2016,HH
52256,2016,HH
52258,2016,NS
52260,2016,HH
52287,2016,HH
52317,2016,HH
52320,2016,HH
52323,2016,HH
52352,2016,HH
52354,2016,HH
52356,2016,HH
52378,2016,HH
52381,2016,NS
52385,2016,HH
52390,2016,NS
52399,2016,HH
52405,2016,HH
52411,2016,HH
52418,2016,NS
52427,2016,LH
52435,2016,HH
52473,2016,NS
52480,2016,NS
52490,2016,NS
52506,2016,HH
52520,2016,NS
52540,2016,HH
52560,2016,NS
52565,2016,LH
52573,2016,HH
52585,2016,HH
52612,2016,HH
52621,2016,NS
52678,2016,NS
52683,2016,HH
52685,2016,HH
52687,2016,HH
52693,2016,HH
52694,2016,HH
52696,2016,NS
52699,2016,HH
52720,2016,HH
52786,2016,HH
52788,2016,NS
52835,2016,NS
52838,2016,HH
52885,2016,HH
54001,2016,NS
54003,2016,NS
54051,2016,NS
54099,2016,NS
54109,2016,LH
54125,2016,NS
54128,2016,NS
54172,2016,NS
54174,2016,NS
54206,2016,HH
54223,2016,NS
54239,2016,NS
54245,2016,NS
54250,2016,NS
54261,2016,NS
54313,2016,NS
54344,2016,HH
54347,2016,NS
54377,2016,NS
54385,2016,NS
54398,2016,HH
54405,2016,NS
54418,2016,NS
54480,2016,NS
54498,2016,HH
54518,2016,LH
54520,2016,NS
54553,2016,NS
54599,2016,NS
54660,2016,NS
54670,2016,HH
54673,2016,NS
54680,2016,NS
54720,2016,NS
54743,2016,NS
54800,2016,NS
54810,2016,NS
54820,2016,NS
54871,2016,NS
54874,2016,NS
63001,2016,LL
63111,2016,NS
63130,2016,NS
63190,2016,NS
63212,2016,NS
63272,2016,NS
63302,2016,NS
63401,2016,LL
63470,2016,LL
63548,2016,NS
63594,2016,NS
63690,2016,LL
66001,2016,LL
66045,2016,NS
66075,2016,NS
66088,2016,NS
66170,2016,NS
66318,2016,NS
66383,2016,NS
66400,2016,NS
66440,2016,HL
66456,2016,NS
66572,2016,LH
66594,2016,NS
66682,2016,LL
66687,2016,NS
68001,2016,NS
68013,2016,NS
68020,2016,NS
68051,2016,NS
68077,2016,NS
68079,2016,NS
68081,2016,NS
68092,2016,HL
68101,2016,NS
68121,2016,NS
68132,2016,NS
68147,2016,HH
68152,2016,HH
68160,2016,NS
68162,2016,NS
68167,2016,NS
68169,2016,NS
68176,2016,NS
68179,2016,NS
68190,2016,NS
68207,2016,NS
68209,2016,NS
68211,2016,NS
68217,2016,NS
68229,2016,NS
68235,2016,NS
68245,2016,NS
68250,2016,NS
68255,2016,NS
68264,2016,NS
68266,2016,NS
68271,2016,NS
68276,2016,LL
68296,2016,NS
68298,2016,NS
68307,2016,LL
68318,2016,NS
68320,2016,NS
68322,2016,NS
68324,2016,NS
68327,2016,NS
68344,2016,NS
68368,2016,NS
68370,2016,NS
68377,2016,NS
68385,2016,NS
68397,2016,NS
68406,2016,NS
68418,2016,NS
68425,2016,NS
68432,2016,LH
68444,2016,NS
68464,2016,NS
68468,2016,NS
68498,2016,NS
68500,2016,NS
68502,2016,NS
68522,2016,NS
68524,2016,NS
68533,2016,NS
68547,2016,NS
68549,2016,NS
68572,2016,NS
68573,2016,NS
68575,2016,NS
68615,2016,HL
68655,2016,LL
68669,2016,NS
68673,2016,NS
68679,2016,NS
68682,2016,NS
68684,2016,NS
68686,2016,HH
68689,2016,NS
68705,2016,NS
68720,2016,NS
68745,2016,NS
68755,2016,NS
68770,2016,HH
68773,2016,NS
68780,2016,NS
68820,2016,HL
68855,2016,NS
68861,2016,NS
68867,2016,NS
68872,2016,NS
68895,2016,NS
70001,2016,NS
70110,2016,NS
70124,2016,HH
70204,2016,HH
70215,2016,HH
70221,2016,NS
70230,2016,HH
70233,2016,HH
70235,2016,HH
70265,2016,HH
70400,2016,HH
70418,2016,HH
70429,2016,HH
70473,2016,NS
70508,2016,HH
70523,2016,NS
70670,2016,NS
70678,2016,HH
70702,2016,NS
70708,2016,HH
70713,2016,NS
70717,2016,HH
70742,2016,HH
70771,2016,HH
70820,2016,NS
70823,2016,NS
73001,2016,NS
73024,2016,NS
73026,2016,NS
73030,2016,NS
73043,2016,NS
73055,2016,NS
73067,2016,NS
73124,2016,NS
73148,2016,NS
73152,2016,NS
73168,2016,NS
73200,2016,LL
73217,2016,NS
73226,2016,NS
73236,2016,NS
73268,2016,NS
73270,2016,NS
73275,2016,NS
73283,2016,NS
73319,2016,NS
73347,2016,NS
73349,2016,NS
73352,2016,NS
73408,2016,NS
73411,2016,NS
73443,2016,NS
73449,2016,NS
73461,2016,HL
73483,2016,NS
73504,2016,NS
73520,2016,NS
73547,2016,NS
73555,2016,NS
73563,2016,NS
73585,2016,LH
73616,2016,HL
73622,2016,NS
73624,2016,NS
73671,2016,NS
73675,2016,NS
73678,2016,NS
73686,2016,HL
73770,2016,NS
73854,2016,NS
73861,2016,NS
73870,2016,NS
73873,2016,NS
76001,2016,LL
76020,2016,NS
76036,2016,NS
76041,2016,NS
76054,2016,NS
76100,2016,NS
76109,2016,NS
76111,2016,NS
76113,2016,NS
76122,2016,NS
76126,2016,NS
76130,2016,LL
76147,2016,NS
76233,2016,NS
76243,2016,NS
76246,2016,HH
76248,2016,LL
76250,2016,NS
76275,2016,LL
76306,2016,LL
76318,2016,LL
76364,2016,LL
76377,2016,HL
76400,2016,NS
76403,2016,LL
76497,2016,NS
76520,2016,LL
76563,2016,LL
76606,2016,NS
76616,2016,NS
76622,2016,NS
76670,2016,LL
76736,2016,NS
76823,2016,NS
76828,2016,NS
76834,2016,NS
76845,2016,NS
76863,2016,HH
76869,2016,LL
76890,2016,LL
76892,2016,LL
76895,2016,NS
81001,2016,NS
81065,2016,NS
81220,2016,NS
81591,2016,NS
81736,2016,NS
81794,2016,NS
85001,2016,NS
85010,2016,NS
85015,2016,NS
85125,2016,NS
85136,2016,NS
85139,2016,LL
85162,2016,NS
85225,2016,NS
85230,2016,NS
85250,2016,NS
85263,2016,NS
85279,2016,NS
85300,2016,NS
85315,2016,NS
85325,2016,NS
85400,2016,NS
85410,2016,NS
85430,2016,NS
85440,2016,NS
86001,2016,NS
86219,2016,HH
86320,2016,HH
86568,2016,NS
86569,2016,NS
86571,2016,NS
86573,2016,NS
86749,2016,NS
86755,2016,NS
86757,2016,NS
86760,2016,NS
86865,2016,NS
86885,2016,NS
91001,2016,NS
91540,2016,NS
94001,2016,NS
95001,2016,NS
95015,2016,NS
95025,2016,NS
95200,2016,NS
97001,2016,NS
97161,2016,HL
97777,2016,NS
99524,2016,NS
99624,2016,NS
99773,2016,NS
05001,2021,LL
05002,2021,LL
05004,2021,NS
05021,2021,NS
05030,2021,LL
05031,2021,NS
05034,2021,NS
05036,2021,LL
05038,2021,NS
05040,2021,NS
05042,2021,NS
05044,2021,NS
05045,2021,NS
05051,2021,NS
05055,2021,NS
05059,2021,NS
05079,2021,LL
05086,2021,LL
05088,2021,LL
05091,2021,NS
05093,2021,NS
05101,2021,NS
05107,2021,NS
05113,2021,NS
05120,2021,NS
05125,2021,NS
05129,2021,LL
05134,2021,NS
05138,2021,NS
05142,2021,NS
05145,2021,NS
05147,2021,NS
05148,2021,LL
05150,2021,NS
05154,2021,NS
05172,2021,NS
05190,2021,NS
05197,2021,NS
05206,2021,NS
05209,2021,NS
05212,2021,LL
05234,2021,NS
05237,2021,LL
05240,2021,LL
05250,2021,NS
05264,2021,LL
05266,2021,LL
05282,2021,LL
05284,2021,NS
05306,2021,NS
05308,2021,LL
05310,2021,NS
05313,2021,NS
05315,2021,NS
05318,2021,LL
05321,2021,NS
05347,2021,LL
05353,2021,NS
05360,2021,LL
05361,2021,NS
05364,2021,NS
05368,2021,NS
05376,2021,LL
05380,2021,LL
05390,2021,NS
05400,2021,LL
05411,2021,NS
05425,2021,NS
05440,2021,LL
05467,2021,LL
05475,2021,NS
05480,2021,NS
05483,2021,NS
05490,2021,NS
05495,2021,NS
05501,2021,NS
05541,2021,NS
05543,2021,NS
05576,2021,NS
05579,2021,NS
05585,2021,NS
05591,2021,NS
05604,2021,NS
05607,2021,LL
05615,2021,LL
05628,2021,NS
05631,2021,LL
05642,2021,NS
05647,2021,NS
05649,2021,NS
05652,2021,NS
05656,2021,LL
05658,2021,NS
05659,2021,NS
05660,2021,NS
05664,2021,LL
05665,2021,NS
05667,2021,NS
05670,2021,NS
05674,2021,LL
05679,2021,LL
05686,2021,LL
05690,2021,LL
05697,2021,NS
05736,2021,NS
05756,2021,NS
05761,2021,NS
05789,2021,NS
05790,2021,NS
05792,2021,NS
05809,2021,LL
05819,2021,NS
05837,2021,NS
05842,2021,NS
05847,2021,NS
05854,2021,NS
05856,2021,NS
05858,2021,NS
05861,2021,LL
05873,2021,NS
05885,2021,NS
05887,2021,NS
05890,2021,NS
05893,2021,NS
05895,2021,NS
08001,2021,NS
08078,2021,NS
08137,2021,HH
08141,2021,HH
08296,2021,LL
08372,2021,NS
08421,2021,NS
08433,2021,NS
08436,2021,HH
08520,2021,NS
08549,2021,NS
08558,2021,NS
08560,2021,NS
08573,2021,NS
08606,2021,HH
08634,2021,NS
08638,2021,LH
08675,2021,HH
08685,2021,NS
08758,2021,NS
08770,2021,HH
08832,2021,NS
08849,2021,NS
11001,2021,LL
13001,2021,NS
13006,2021,HH
13030,2021,HH
13042,2021,NS
13052,2021,LH
13062,2021,HH
13074,2021,HH
13140,2021,HH
13160,2021,NS
13188,2021,HH
13212,2021,HH
13222,2021,NS
13244,2021,HH
13248,2021,HH
13268,2021,HH
13300,2021,HH
13430,2021,HH
13433,2021,HH
13440,2021,HH
13442,2021,HH
13458,2021,HH
13468,2021,HH
13473,2021,NS
13549,2021,HH
13580,2021,HH
13600,2021,HH
13620,2021,HH
13647,2021,NS
13650,2021,HH
13654,2021,HH
13655,2021,NS
13657,2021,HH
13667,2021,HH
13670,2021,NS
13673,2021,NS
13683,2021,NS
13688,2021,NS
13744,2021,NS
13760,2021,HH
13780,2021,HH
13810,2021,HH
13836,2021,NS
13838,2021,NS
13873,2021,NS
13894,2021,HH
15001,2021,NS
15022,2021,NS
15047,2021,NS
15051,2021,NS
15087,2021,LL
15090,2021,NS
15092,2021,LL
15097,2021,NS
15106,2021,NS
15109,2021,NS
15114,2021,LL
15131,2021,NS
15135,2021,NS
15162,2021,LL
15172,2021,NS
15176,2021,NS
15180,2021,HH
15183,2021,NS
15185,2021,NS
15187,2021,NS
15189,2021,NS
15204,2021,NS
15212,2021,NS
15215,2021,LL
15218,2021,NS
15223,2021,NS
15224,2021,HL
15226,2021,NS
15232,2021,NS
15236,2021,NS
15238,2021,NS
15244,2021,NS
15248,2021,NS
15272,2021,LL
15276,2021,HL
15293,2021,NS
15296,2021,LL
15299,2021,NS
15317,2021,NS
15322,2021,NS
15325,2021,NS
15332,2021,NS
15362,2021,NS
15367,2021,NS
15368,2021,NS
15377,2021,NS
15380,2021,NS
15401,2021,NS
15403,2021,NS
15407,2021,NS
15425,2021,NS
15442,2021,NS
15455,2021,NS
15464,2021,NS
15466,2021,NS
15469,2021,NS
15476,2021,NS
15480,2021,NS
15491,2021,LL
15494,2021,NS
15500,2021,HL
15507,2021,NS
15511,2021,NS
15514,2021,NS
15516,2021,LL
15518,2021,NS
15522,2021,NS
15531,2021,NS
15533,2021,NS
15537,2021,LL
15542,2021,NS
15550,2021,NS
15572,2021,NS
15580,2021,NS
15599,2021,NS
15600,2021,NS
15621,2021,NS
15632,2021,NS
15638,2021,NS
15646,2021,NS
15660,2021,HH
15664,2021,NS
15667,2021,NS
15673,2021,NS
15676,2021,NS
15681,2021,NS
15686,2021,NS
15690,2021,NS
15693,2021,LL
15696,2021,NS
15720,2021,LL
15723,2021,LL
15740,2021,NS
15753,2021,NS
15755,2021,LL
15757,2021,LL
15759,2021,LL
15761,2021,NS
15762,2021,NS
15763,2021,NS
15764,2021,NS
15774,2021,NS
15776,2021,NS
15778,2021,NS
15790,2021,LL
15798,2021,NS
15804,2021,NS
15806,2021,LL
15808,2021,NS
15810,2021,NS
15814,2021,NS
15816,2021,HH
15820,2021,LL
15822,2021,NS
15832,2021,NS
15835,2021,NS
15837,2021,LL
15839,2021,NS
15842,2021,NS
15861,2021,HL
15879,2021,NS
15897,2021,NS
17001,2021,LL
17013,2021,LL
17042,2021,NS
17050,2021,NS
17088,2021,NS
17174,2021,LL
17272,2021,NS
17380,2021,NS
17388,2021,NS
17433,2021,NS
17442,2021,NS
17444,2021,NS
17446,2021,NS
17486,2021,NS
17495,2021,NS
17513,2021,NS
17524,2021,LL
17541,2021,NS
17614,2021,NS
17616,2021,NS
17653,2021,NS
17662,2021,NS
17665,2021,NS
17777,2021,NS
17867,2021,NS
17873,2021,NS
17877,2021,NS
18001,2021,NS
18029,2021,HH
18094,2021,NS
18150,2021,NS
18205,2021,HH
18247,2021,HH
18256,2021,NS
18410,2021,NS
18460,2021,NS
18479,2021,NS
18592,2021,HH
18610,2021,HH
18753,2021,NS
18756,2021,NS
18785,2021,NS
18860,2021,HH
19001,2021,LH
19022,2021,HH
19050,2021,HH
19075,2021,HH
19100,2021,HH
19110,2021,NS
19130,2021,NS
19137,2021,HH
19142,2021,NS
19212,2021,NS
19256,2021,HH
19290,2021,HH
19318,2021,HH
19355,2021,NS
19364,2021,HH
19392,2021,HH
19397,2021,HH
19418,2021,NS
19450,2021,HH
19455,2021,NS
19473,2021,HH
19513,2021,LL
19517,2021,HH
19532,2021,HH
19533,2021,NS
19548,2021,HH
19573,2021,LL
19585,2021,HH
19622,2021,HH
19693,2021,HH
19698,2021,NS
19701,2021,HH
19743,2021,HH
19760,2021,NS
19780,2021,NS
19785,2021,HH
19807,2021,NS
19809,2021,HH
19821,2021,NS
19824,2021,NS
19845,2021,LL
20001,2021,NS
20011,2021,NS
20013,2021,NS
20032,2021,NS
20045,2021,NS
20060,2021,NS
20175,2021,HH
20178,2021,NS
20228,2021,NS
20238,2021,NS
20250,2021,NS
20295,2021,NS
20310,2021,NS
20383,2021,LH
20400,2021,NS
20443,2021,NS
20517,2021,NS
20550,2021,NS
20570,2021,NS
20614,2021,NS
20621,2021,NS
20710,2021,NS
20750,2021,NS
20770,2021,NS
20787,2021,HH
23001,2021,LH
23068,2021,LH
23079,2021,NS
23090,2021,NS
23162,2021,NS
23168,2021,HH
23182,2021,HH
23189,2021,HH
23300,2021,NS
23350,2021,NS
23417,2021,HH
23419,2021,NS
23464,2021,HH
23466,2021,LH
23500,2021,HH
23555,2021,NS
23570,2021,NS
23574,2021,NS
23580,2021,NS
23586,2021,NS
23660,2021,HH
23670,2021,HH
23672,2021,NS
23675,2021,NS
23678,2021,NS
23686,2021,HH
23807,2021,NS
23855,2021,NS
25019,2021,NS
25035,2021,NS
25040,2021,LL
25053,2021,NS
25086,2021,NS
25095,2021,NS
25099,2021,LL
25120,2021,NS
25123,2021,NS
25126,2021,LL
25148,2021,NS
25151,2021,NS
25154,2021,NS
25168,2021,NS
25175,2021,LL
25178,2021,LL
25181,2021,LL
25183,2021,LL
25200,2021,LL
25214,2021,LL
25224,2021,LL
25245,2021,NS
25258,2021,NS
25260,2021,LL
25269,2021,LL
25279,2021,NS
25281,2021,NS
25286,2021,LL
25288,2021,LL
25290,2021,NS
25293,2021,NS
25295,2021,LL
25297,2021,NS
25299,2021,NS
25307,2021,LL
25312,2021,NS
25317,2021,LL
25320,2021,NS
25322,2021,LL
25324,2021,NS
25326,2021,LL
25328,2021,NS
25335,2021,NS
25339,2021,NS
25368,2021,NS
25372,2021,HL
25377,2021,LL
25386,2021,LL
25394,2021,NS
25398,2021,NS
25402,2021,LL
25407,2021,LL
25426,2021,NS
25430,2021,LL
25436,2021,NS
25438,2021,NS
25473,2021,LL
25483,2021,NS
25486,2021,LL
25488,2021,NS
25489,2021,NS
25491,2021,NS
25506,2021,NS
25513,2021,LL
25518,2021,NS
25524,2021,NS
25530,2021,NS
25535,2021,HL
25572,2021,NS
25580,2021,NS
25592,2021,NS
25594,2021,NS
25596,2021,NS
25599,2021,NS
25612,2021,LL
25645,2021,LL
25649,2021,NS
25653,2021,NS
25658,2021,LL
25662,2021,NS
25718,2021,LL
25736,2021,LL
25740,2021,NS
25743,2021,NS
25745,2021,NS
25754,2021,LL
25758,2021,LL
25769,2021,LL
25772,2021,LL
25777,2021,NS
25779,2021,LL
25781,2021,LL
25785,2021,LL
25793,2021,LL
25797,2021,NS
25799,2021,LL
25805,2021,NS
25807,2021,NS
25815,2021,NS
25817,2021,LL
25823,2021,NS
25839,2021,NS
25841,2021,LL
25843,2021,LL
25845,2021,NS
25851,2021,NS
25862,2021,NS
25867,2021,NS
25871,2021,NS
25873,2021,NS
25875,2021,NS
25878,2021,HL
25885,2021,NS
25898,2021,LL
25899,2021,LL
27001,2021,NS
27006,2021,NS
27025,2021,NS
27050,2021,NS
27073,2021,NS
27075,2021,NS
27077,2021,NS
27099,2021,NS
27135,2021,NS
27150,2021,LH
27160,2021,HH
27205,2021,HH
27245,2021,NS
27250,2021,NS
27361,2021,LH
27372,2021,NS
27413,2021,NS
27425,2021,NS
27430,2021,NS
27450,2021,NS
27491,2021,HH
27495,2021,NS
27580,2021,NS
27600,2021,NS
27615,2021,NS
27660,2021,HH
27745,2021,NS
27787,2021,HH
27800,2021,NS
27810,2021,NS
41001,2021,NS
41006,2021,NS
41013,2021,NS
41016,2021,NS
41020,2021,NS
41026,2021,NS
41078,2021,NS
41132,2021,NS
41206,2021,NS
41244,2021,NS
41298,2021,NS
41306,2021,NS
41319,2021,NS
41349,2021,NS
41357,2021,NS
41359,2021,HH
41378,2021,HH
41396,2021,HH
41483,2021,NS
41503,2021,HH
41518,2021,NS
41524,2021,NS
41530,2021,NS
41548,2021,NS
41551,2021,HH
41615,2021,NS
41660,2021,HH
41668,2021,HH
41676,2021,NS
41770,2021,NS
41791,2021,NS
41797,2021,NS
41799,2021,NS
41801,2021,NS
41807,2021,NS
41872,2021,NS
41885,2021,NS
44001,2021,NS
44035,2021,NS
44078,2021,NS
44090,2021,NS
44098,2021,NS
44110,2021,NS
44279,2021,NS
44378,2021,NS
44420,2021,NS
44430,2021,NS
44560,2021,NS
44650,2021,NS
44847,2021,NS
44855,2021,NS
44874,2021,NS
47001,2021,NS
47030,2021,NS
47053,2021,NS
47058,2021,NS
47161,2021,HH
47170,2021,HH
47189,2021,NS
47205,2021,HH
47245,2021,HH
47258,2021,HH
47268,2021,NS
47288,2021,NS
47318,2021,NS
47460,2021,NS
47541,2021,HH
47545,2021,HH
47551,2021,HH
47555,2021,HH
47570,2021,NS
47605,2021,HH
47660,2021,NS
47675,2021,HH
47692,2021,HH
47703,2021,HH
47707,2021,HH
47720,2021,HH
47745,2021,NS
47798,2021,HH
47960,2021,HH
47980,2021,NS
50001,2021,NS
50006,2021,LL
50110,2021,NS
50124,2021,LL
50150,2021,LL
50223,2021,NS
50226,2021,NS
50245,2021,NS
50251,2021,NS
50270,2021,NS
50287,2021,NS
50313,2021,NS
50318,2021,LL
50325,2021,NS
50330,2021,HH
50350,2021,NS
50370,2021,NS
50400,2021,NS
50450,2021,NS
50568,2021,HL
50573,2021,LL
50577,2021,NS
50590,2021,NS
50606,2021,NS
50680,2021,LL
50683,2021,NS
50686,2021,NS
50689,2021,NS
50711,2021,NS
52001,2021,LH
52019,2021,HH
52022,2021,HH
52036,2021,HH
52051,2021,HH
52079,2021,NS
52083,2021,HH
52110,2021,HH
52203,2021,HH
52207,2021,NS
52210,2021,HH
52215,2021,HH
52224,2021,HH
52227,2021,HH
52233,2021,NS
52240,2021,NS
52250,2021,HH
52254,2021,HH
