codigo,anno,lisa_clusters_nombres_repro
52256,2021,HH
52258,2021,NS
52260,2021,HH
52287,2021,NS
52317,2021,HH
52320,2021,HH
52323,2021,NS
52352,2021,HH
52354,2021,HH
52356,2021,HH
52378,2021,HH
52381,2021,NS
52385,2021,HH
52390,2021,NS
52399,2021,HH
52405,2021,HH
52411,2021,HH
52418,2021,NS
52427,2021,LH
52435,2021,HH
52473,2021,NS
52480,2021,NS
52490,2021,HH
52506,2021,HH
52520,2021,NS
52540,2021,HH
52560,2021,HH
52565,2021,HH
52573,2021,HH
52585,2021,HH
52612,2021,HH
52621,2021,NS
52678,2021,HH
52683,2021,HH
52685,2021,HH
52687,2021,HH
52693,2021,HH
52694,2021,HH
52696,2021,NS
52699,2021,HH
52720,2021,HH
52786,2021,HH
52788,2021,NS
52835,2021,NS
52838,2021,HH
52885,2021,HH
54001,2021,NS
54003,2021,NS
54051,2021,NS
54099,2021,NS
54109,2021,NS
54125,2021,NS
54128,2021,NS
54172,2021,NS
54174,2021,NS
54206,2021,NS
54223,2021,NS
54239,2021,NS
54245,2021,NS
54250,2021,NS
54261,2021,NS
54313,2021,NS
54344,2021,NS
54347,2021,NS
54377,2021,NS
54385,2021,NS
54398,2021,NS
54405,2021,NS
54418,2021,NS
54480,2021,NS
54498,2021,NS
54518,2021,NS
54520,2021,NS
54553,2021,NS
54599,2021,NS
54660,2021,NS
54670,2021,LH
54673,2021,NS
54680,2021,NS
54720,2021,NS
54743,2021,NS
54800,2021,NS
54810,2021,NS
54820,2021,NS
54871,2021,NS
54874,2021,NS
63001,2021,LL
63111,2021,NS
63130,2021,NS
63190,2021,LL
63212,2021,NS
63272,2021,LL
63302,2021,NS
63401,2021,NS
63470,2021,LL
63548,2021,NS
63594,2021,NS
63690,2021,LL
66001,2021,LL
66045,2021,NS
66075,2021,NS
66088,2021,NS
66170,2021,NS
66318,2021,NS
66383,2021,NS
66400,2021,NS
66440,2021,LL
66456,2021,NS
66572,2021,HH
66594,2021,NS
66682,2021,LL
66687,2021,NS
68001,2021,NS
68013,2021,NS
68020,2021,NS
68051,2021,NS
68077,2021,NS
68079,2021,NS
68081,2021,NS
68092,2021,HL
68101,2021,NS
68121,2021,NS
68132,2021,NS
68147,2021,NS
68152,2021,NS
68160,2021,NS
68162,2021,HH
68167,2021,NS
68169,2021,NS
68176,2021,NS
68179,2021,NS
68190,2021,NS
68207,2021,HH
68209,2021,NS
68211,2021,NS
68217,2021,NS
68229,2021,NS
68235,2021,NS
68245,2021,NS
68250,2021,NS
68255,2021,NS
68264,2021,NS
68266,2021,NS
68271,2021,HH
68276,2021,LL
68296,2021,NS
68298,2021,NS
68307,2021,LL
68318,2021,NS
68320,2021,NS
68322,2021,NS
68324,2021,NS
68327,2021,NS
68344,2021,NS
68368,2021,NS
68370,2021,NS
68377,2021,NS
68385,2021,NS
68397,2021,NS
68406,2021,NS
68418,2021,NS
68425,2021,NS
68432,2021,HH
68444,2021,NS
68464,2021,NS
68468,2021,NS
68498,2021,NS
68500,2021,NS
68502,2021,NS
68522,2021,NS
68524,2021,NS
68533,2021,NS
68547,2021,NS
68549,2021,NS
68572,2021,NS
68573,2021,NS
68575,2021,NS
68615,2021,NS
68655,2021,LL
68669,2021,HH
68673,2021,NS
68679,2021,NS
68682,2021,NS
68684,2021,HH
68686,2021,NS
68689,2021,NS
68705,2021,NS
68720,2021,NS
68745,2021,NS
68755,2021,NS
68770,2021,HH
68773,2021,NS
68780,2021,NS
68820,2021,HL
68855,2021,NS
68861,2021,NS
68867,2021,NS
68872,2021,NS
68895,2021,NS
70001,2021,LH
70110,2021,HH
70124,2021,HH
70204,2021,HH
70215,2021,HH
70221,2021,NS
70230,2021,HH
70233,2021,HH
70235,2021,HH
70265,2021,NS
70400,2021,HH
70418,2021,HH
70429,2021,NS
70473,2021,NS
70508,2021,HH
70523,2021,NS
70670,2021,HH
70678,2021,HH
70702,2021,HH
70708,2021,NS
70713,2021,NS
70717,2021,HH
70742,2021,HH
70771,2021,HH
70820,2021,NS
70823,2021,NS
73001,2021,NS
73024,2021,LH
73026,2021,NS
73030,2021,NS
73043,2021,NS
73055,2021,NS
73067,2021,NS
73124,2021,NS
73148,2021,NS
73152,2021,NS
73168,2021,NS
73200,2021,LL
73217,2021,NS
73226,2021,NS
73236,2021,NS
73268,2021,NS
73270,2021,NS
73275,2021,LL
73283,2021,NS
73319,2021,NS
73347,2021,HL
73349,2021,NS
73352,2021,NS
73408,2021,NS
73411,2021,NS
73443,2021,NS
73449,2021,NS
73461,2021,HL
73483,2021,NS
73504,2021,NS
73520,2021,NS
73547,2021,NS
73555,2021,NS
73563,2021,NS
73585,2021,NS
73616,2021,HL
73622,2021,NS
73624,2021,NS
73671,2021,NS
73675,2021,NS
73678,2021,NS
73686,2021,HL
73770,2021,HL
73854,2021,NS
73861,2021,NS
73870,2021,NS
73873,2021,NS
76001,2021,LL
76020,2021,NS
76036,2021,NS
76041,2021,NS
76054,2021,NS
76100,2021,NS
76109,2021,NS
76111,2021,NS
76113,2021,NS
76122,2021,NS
76126,2021,NS
76130,2021,LL
76147,2021,NS
76233,2021,NS
76243,2021,NS
76246,2021,NS
76248,2021,NS
76250,2021,NS
76275,2021,LL
76306,2021,LL
76318,2021,LL
76364,2021,NS
76377,2021,NS
76400,2021,NS
76403,2021,NS
76497,2021,NS
76520,2021,LL
76563,2021,LL
76606,2021,NS
76616,2021,NS
76622,2021,NS
76670,2021,NS
76736,2021,NS
76823,2021,NS
76828,2021,NS
76834,2021,NS
76845,2021,NS
76863,2021,HH
76869,2021,LL
76890,2021,LL
76892,2021,LL
76895,2021,NS
81001,2021,NS
81065,2021,NS
81220,2021,NS
81591,2021,NS
81736,2021,NS
81794,2021,NS
85001,2021,NS
85010,2021,NS
85015,2021,NS
85125,2021,NS
85136,2021,NS
85139,2021,NS
85162,2021,NS
85225,2021,NS
85230,2021,NS
85250,2021,NS
85263,2021,NS
85279,2021,NS
85300,2021,NS
85315,2021,NS
85325,2021,NS
85400,2021,NS
85410,2021,NS
85430,2021,NS
85440,2021,NS
86001,2021,NS
86219,2021,LH
86320,2021,HH
86568,2021,NS
86569,2021,NS
86571,2021,LH
86573,2021,NS
86749,2021,NS
86755,2021,NS
86757,2021,NS
86760,2021,NS
86865,2021,NS
86885,2021,NS
91001,2021,NS
91540,2021,NS
94001,2021,NS
95001,2021,NS
95015,2021,NS
95025,2021,NS
95200,2021,NS
97001,2021,NS
97161,2021,NS
97777,2021,NS
99524,2021,NS
99624,2021,NS
99773,2021,NS
05001,2005,LL
05002,2005,HL
05004,2005,NS
05021,2005,NS
05030,2005,LL
05031,2005,NS
05034,2005,NS
05036,2005,LL
05038,2005,NS
05040,2005,NS
05042,2005,HH
05044,2005,NS
05045,2005,NS
05051,2005,NS
05055,2005,NS
05059,2005,NS
05079,2005,NS
05086,2005,NS
05088,2005,LL
05091,2005,NS
05093,2005,NS
05101,2005,NS
05107,2005,NS
05113,2005,NS
05120,2005,NS
05125,2005,NS
05129,2005,LL
05134,2005,NS
05138,2005,NS
05142,2005,NS
05145,2005,NS
05147,2005,NS
05148,2005,LL
05150,2005,NS
05154,2005,HH
05172,2005,NS
05190,2005,NS
05197,2005,NS
05206,2005,NS
05209,2005,NS
05212,2005,LL
05234,2005,NS
05237,2005,HL
05240,2005,NS
05250,2005,HH
05264,2005,NS
05266,2005,LL
05282,2005,LL
05284,2005,NS
05306,2005,NS
05308,2005,LL
05310,2005,NS
05313,2005,NS
05315,2005,NS
05318,2005,LL
05321,2005,NS
05347,2005,NS
05353,2005,NS
05360,2005,LL
05361,2005,HH
05364,2005,NS
05368,2005,NS
05376,2005,LL
05380,2005,LL
05390,2005,NS
05400,2005,LL
05411,2005,NS
05425,2005,NS
05440,2005,LL
05467,2005,HL
05475,2005,NS
05480,2005,NS
05483,2005,NS
05490,2005,NS
05495,2005,HH
05501,2005,NS
05541,2005,LL
05543,2005,HH
05576,2005,NS
05579,2005,NS
05585,2005,NS
05591,2005,NS
05604,2005,NS
05607,2005,LL
05615,2005,LL
05628,2005,NS
05631,2005,LL
05642,2005,NS
05647,2005,NS
05649,2005,NS
05652,2005,NS
05656,2005,LL
05658,2005,NS
05659,2005,NS
05660,2005,NS
05664,2005,LL
05665,2005,NS
05667,2005,NS
05670,2005,NS
05674,2005,HL
05679,2005,LL
05686,2005,NS
05690,2005,NS
05697,2005,LL
05736,2005,HH
05756,2005,NS
05761,2005,NS
05789,2005,NS
05790,2005,HH
05792,2005,NS
05809,2005,NS
05819,2005,NS
05837,2005,NS
05842,2005,NS
05847,2005,NS
05854,2005,NS
05856,2005,NS
05858,2005,NS
05861,2005,NS
05873,2005,NS
05885,2005,NS
05887,2005,NS
05890,2005,NS
05893,2005,NS
05895,2005,NS
08001,2005,LL
08078,2005,NS
08137,2005,HH
08141,2005,NS
08296,2005,LL
08372,2005,NS
08421,2005,NS
08433,2005,NS
08436,2005,NS
08520,2005,NS
08549,2005,NS
08558,2005,NS
08560,2005,NS
08573,2005,LL
08606,2005,NS
08634,2005,NS
08638,2005,NS
08675,2005,NS
08685,2005,NS
08758,2005,LL
08770,2005,HH
08832,2005,LL
08849,2005,NS
11001,2005,LL
13001,2005,NS
13006,2005,HH
13030,2005,HH
13042,2005,HH
13052,2005,NS
13062,2005,HH
13074,2005,HH
13140,2005,HH
13160,2005,NS
13188,2005,NS
13212,2005,HH
13222,2005,NS
13244,2005,HH
13248,2005,HH
13268,2005,HH
13300,2005,HH
13430,2005,HH
13433,2005,HH
13440,2005,NS
13442,2005,HH
13458,2005,HH
13468,2005,HH
13473,2005,HH
13549,2005,HH
13580,2005,HH
13600,2005,HH
13620,2005,NS
13647,2005,NS
13650,2005,HH
13654,2005,NS
13655,2005,HH
13657,2005,HH
13667,2005,HH
13670,2005,NS
13673,2005,NS
13683,2005,NS
13688,2005,HH
13744,2005,NS
13760,2005,NS
13780,2005,HH
13810,2005,HH
13836,2005,NS
13838,2005,NS
13873,2005,NS
13894,2005,LH
15001,2005,NS
15022,2005,NS
15047,2005,NS
15051,2005,NS
15087,2005,NS
15090,2005,NS
15092,2005,NS
15097,2005,NS
15106,2005,NS
15109,2005,NS
15114,2005,NS
15131,2005,NS
15135,2005,NS
15162,2005,NS
15172,2005,NS
15176,2005,NS
15180,2005,NS
15183,2005,NS
15185,2005,NS
15187,2005,NS
15189,2005,NS
15204,2005,NS
15212,2005,HH
15215,2005,NS
15218,2005,NS
15223,2005,NS
15224,2005,NS
15226,2005,NS
15232,2005,NS
15236,2005,NS
15238,2005,NS
15244,2005,NS
15248,2005,NS
15272,2005,NS
15276,2005,NS
15293,2005,NS
15296,2005,NS
15299,2005,NS
15317,2005,NS
15322,2005,NS
15325,2005,NS
15332,2005,NS
15362,2005,NS
15367,2005,NS
15368,2005,NS
15377,2005,NS
15380,2005,NS
15401,2005,NS
15403,2005,NS
15407,2005,LH
15425,2005,NS
15442,2005,HH
15455,2005,NS
15464,2005,NS
15466,2005,NS
15469,2005,NS
15476,2005,NS
15480,2005,HH
15491,2005,LL
15494,2005,NS
15500,2005,NS
15507,2005,HH
15511,2005,NS
15514,2005,NS
15516,2005,NS
15518,2005,NS
15522,2005,NS
15531,2005,HH
15533,2005,NS
15537,2005,NS
15542,2005,NS
15550,2005,NS
15572,2005,NS
15580,2005,NS
15599,2005,NS
15600,2005,NS
15621,2005,NS
15632,2005,NS
15638,2005,NS
15646,2005,NS
15660,2005,NS
15664,2005,NS
15667,2005,NS
15673,2005,NS
15676,2005,NS
15681,2005,HH
15686,2005,NS
15690,2005,NS
15693,2005,LL
15696,2005,NS
15720,2005,NS
15723,2005,NS
15740,2005,NS
15753,2005,NS
15755,2005,NS
15757,2005,NS
15759,2005,NS
15761,2005,NS
15762,2005,NS
15763,2005,NS
15764,2005,NS
15774,2005,NS
15776,2005,NS
15778,2005,NS
15790,2005,NS
15798,2005,NS
15804,2005,NS
15806,2005,LL
15808,2005,NS
15810,2005,NS
15814,2005,NS
15816,2005,NS
15820,2005,LL
15822,2005,NS
15832,2005,NS
15835,2005,NS
15837,2005,NS
15839,2005,NS
15842,2005,NS
15861,2005,NS
15879,2005,NS
15897,2005,NS
17001,2005,NS
17013,2005,NS
17042,2005,NS
17050,2005,NS
17088,2005,NS
17174,2005,LL
17272,2005,NS
17380,2005,NS
17388,2005,NS
17433,2005,NS
17442,2005,NS
17444,2005,NS
17446,2005,NS
17486,2005,NS
17495,2005,NS
17513,2005,NS
17524,2005,LL
17541,2005,NS
17614,2005,NS
17616,2005,NS
17653,2005,NS
17662,2005,NS
17665,2005,NS
17777,2005,NS
17867,2005,NS
17873,2005,NS
17877,2005,NS
18001,2005,NS
18029,2005,NS
18094,2005,NS
18150,2005,NS
18205,2005,HH
18247,2005,HH
18256,2005,NS
18410,2005,NS
18460,2005,NS
18479,2005,NS
18592,2005,NS
18610,2005,HH
18753,2005,NS
18756,2005,HH
18785,2005,NS
18860,2005,NS
19001,2005,LH
19022,2005,HH
19050,2005,NS
19075,2005,HH
19100,2005,NS
19110,2005,NS
19130,2005,NS
19137,2005,NS
19142,2005,NS
19212,2005,NS
19256,2005,NS
19290,2005,NS
19318,2005,LH
19355,2005,HH
19364,2005,NS
19392,2005,HH
19397,2005,HH
19418,2005,NS
19450,2005,HH
19455,2005,LL
19473,2005,HH
19513,2005,LL
19517,2005,HH
19532,2005,LH
19533,2005,NS
19548,2005,HH
19573,2005,LL
19585,2005,NS
19622,2005,HH
19693,2005,HH
19698,2005,NS
19701,2005,NS
19743,2005,HH
19760,2005,NS
19780,2005,NS
19785,2005,HH
19807,2005,NS
19809,2005,NS
19821,2005,NS
19824,2005,NS
19845,2005,LL
20001,2005,NS
20011,2005,NS
20013,2005,NS
20032,2005,HH
20045,2005,NS
20060,2005,NS
20175,2005,HH
20178,2005,NS
20228,2005,NS
20238,2005,NS
20250,2005,NS
20295,2005,HH
20310,2005,NS
20383,2005,HH
20400,2005,NS
20443,2005,NS
20517,2005,HH
20550,2005,NS
20570,2005,NS
20614,2005,NS
20621,2005,NS
20710,2005,NS
20750,2005,NS
20770,2005,NS
20787,2005,HH
23001,2005,LH
23068,2005,HH
23079,2005,NS
23090,2005,NS
23162,2005,NS
23168,2005,NS
23182,2005,HH
23189,2005,NS
23300,2005,NS
23350,2005,NS
23417,2005,HH
23419,2005,NS
23464,2005,NS
23466,2005,HH
23500,2005,NS
23555,2005,NS
23570,2005,HH
23574,2005,NS
23580,2005,NS
23586,2005,NS
23660,2005,HH
23670,2005,NS
23672,2005,NS
23675,2005,NS
23678,2005,NS
23686,2005,NS
23807,2005,NS
23855,2005,NS
25019,2005,LL
25035,2005,NS
25040,2005,NS
25053,2005,NS
25086,2005,NS
25095,2005,NS
25099,2005,LL
25120,2005,NS
25123,2005,NS
25126,2005,LL
25148,2005,NS
25151,2005,NS
25154,2005,NS
25168,2005,NS
25175,2005,LL
25178,2005,NS
25181,2005,HL
25183,2005,LL
25200,2005,LL
25214,2005,LL
25224,2005,LL
25245,2005,NS
25258,2005,NS
25260,2005,LL
25269,2005,LL
25279,2005,NS
25281,2005,NS
25286,2005,LL
25288,2005,NS
25290,2005,NS
25293,2005,NS
25295,2005,LL
25297,2005,NS
25299,2005,NS
25307,2005,NS
25312,2005,NS
25317,2005,NS
25320,2005,NS
25322,2005,LL
25324,2005,NS
25326,2005,LL
25328,2005,NS
25335,2005,NS
25339,2005,NS
25368,2005,NS
25372,2005,NS
25377,2005,LL
25386,2005,NS
25394,2005,HH
25398,2005,NS
25402,2005,NS
25407,2005,HL
25426,2005,NS
25430,2005,LL
25436,2005,NS
25438,2005,NS
25473,2005,LL
25483,2005,NS
25486,2005,LL
25488,2005,NS
25489,2005,NS
25491,2005,NS
25506,2005,NS
25513,2005,LL
25518,2005,HH
25524,2005,NS
25530,2005,NS
25535,2005,HL
25572,2005,NS
25580,2005,NS
25592,2005,NS
25594,2005,NS
25596,2005,NS
25599,2005,NS
25612,2005,LL
25645,2005,LL
25649,2005,NS
25653,2005,NS
25658,2005,LL
25662,2005,NS
25718,2005,LL
25736,2005,LL
25740,2005,NS
25743,2005,NS
25745,2005,NS
25754,2005,LL
25758,2005,LL
25769,2005,LL
25772,2005,LL
25777,2005,NS
25779,2005,NS
25781,2005,NS
25785,2005,LL
25793,2005,LL
25797,2005,LL
25799,2005,LL
25805,2005,NS
25807,2005,NS
25815,2005,NS
25817,2005,LL
25823,2005,NS
25839,2005,NS
25841,2005,NS
25843,2005,NS
25845,2005,NS
25851,2005,NS
25862,2005,NS
25867,2005,NS
25871,2005,NS
25873,2005,NS
25875,2005,NS
25878,2005,NS
25885,2005,NS
25898,2005,LL
25899,2005,LL
27001,2005,LH
27006,2005,NS
27025,2005,NS
27050,2005,NS
27073,2005,NS
27075,2005,NS
27077,2005,HH
27099,2005,NS
27135,2005,HH
27150,2005,NS
27160,2005,NS
27205,2005,NS
27245,2005,NS
27250,2005,NS
27361,2005,HH
27372,2005,NS
27413,2005,NS
27425,2005,NS
27430,2005,HH
27450,2005,HH
27491,2005,NS
27495,2005,NS
27580,2005,NS
27600,2005,NS
27615,2005,NS
27660,2005,LH
27745,2005,NS
27787,2005,NS
27800,2005,NS
27810,2005,HH
41001,2005,NS
41006,2005,HH
41013,2005,NS
41016,2005,NS
41020,2005,NS
41026,2005,NS
41078,2005,NS
41132,2005,NS
41206,2005,NS
41244,2005,HH
41298,2005,NS
41306,2005,NS
41319,2005,NS
41349,2005,NS
41357,2005,NS
41359,2005,HH
41378,2005,HH
41396,2005,HH
41483,2005,NS
41503,2005,NS
41518,2005,NS
41524,2005,NS
41530,2005,HH
41548,2005,NS
41551,2005,HH
41615,2005,NS
41660,2005,HH
41668,2005,HH
41676,2005,NS
41770,2005,NS
41791,2005,NS
41797,2005,NS
41799,2005,NS
41801,2005,NS
41807,2005,NS
41872,2005,NS
41885,2005,NS
44001,2005,NS
44035,2005,NS
44078,2005,NS
44090,2005,NS
44098,2005,NS
44110,2005,NS
44279,2005,NS
44378,2005,NS
44420,2005,NS
44430,2005,NS
44560,2005,NS
44650,2005,NS
44847,2005,NS
44855,2005,NS
44874,2005,NS
47001,2005,NS
47030,2005,NS
47053,2005,NS
47058,2005,HH
47161,2005,HH
47170,2005,HH
47189,2005,NS
47205,2005,HH
47245,2005,HH
47258,2005,HH
47268,2005,NS
47288,2005,NS
47318,2005,HH
47460,2005,HH
47541,2005,HH
47545,2005,HH
47551,2005,HH
47555,2005,HH
47570,2005,NS
47605,2005,NS
47660,2005,HH
47675,2005,HH
47692,2005,NS
47703,2005,NS
47707,2005,HH
47720,2005,HH
47745,2005,HL
47798,2005,HH
47960,2005,HH
47980,2005,NS
50001,2005,NS
50006,2005,NS
50110,2005,NS
50124,2005,NS
50150,2005,NS
50223,2005,NS
50226,2005,NS
50245,2005,NS
50251,2005,NS
50270,2005,NS
50287,2005,NS
50313,2005,NS
50318,2005,NS
50325,2005,NS
50330,2005,NS
50350,2005,NS
50370,2005,NS
50400,2005,NS
50450,2005,NS
50568,2005,NS
50573,2005,NS
50577,2005,NS
50590,2005,NS
50606,2005,NS
50680,2005,NS
50683,2005,NS
50686,2005,NS
50689,2005,NS
50711,2005,NS
52001,2005,LH
52019,2005,HH
52022,2005,NS
52036,2005,HH
52051,2005,HH
52079,2005,HH
52083,2005,NS
52110,2005,NS
52203,2005,NS
52207,2005,NS
52210,2005,HH
52215,2005,NS
52224,2005,NS
52227,2005,HH
52233,2005,HH
52240,2005,NS
52250,2005,HH
52254,2005,HH
52256,2005,HH
52258,2005,NS
52260,2005,HH
52287,2005,NS
52317,2005,HH
52320,2005,HH
52323,2005,NS
52352,2005,HH
52354,2005,HH
52356,2005,HH
52378,2005,LH
52381,2005,NS
52385,2005,HH
52390,2005,HH
52399,2005,HH
52405,2005,HH
52411,2005,HH
52418,2005,HH
52427,2005,HH
52435,2005,HH
52473,2005,NS
52480,2005,NS
52490,2005,HH
52506,2005,NS
52520,2005,NS
52540,2005,HH
52560,2005,NS
52565,2005,NS
52573,2005,HH
52585,2005,HH
52612,2005,HH
52621,2005,HH
52678,2005,HH
52683,2005,HH
52685,2005,HH
52687,2005,HH
52693,2005,NS
52694,2005,HH
52696,2005,NS
52699,2005,HH
52720,2005,HH
52786,2005,HH
52788,2005,NS
52835,2005,HH
52838,2005,HH
52885,2005,HH
54001,2005,NS
54003,2005,NS
54051,2005,NS
54099,2005,NS
54109,2005,NS
54125,2005,NS
54128,2005,NS
54172,2005,NS
54174,2005,NS
54206,2005,NS
54223,2005,NS
54239,2005,NS
54245,2005,HH
54250,2005,HH
54261,2005,NS
54313,2005,NS
54344,2005,HH
54347,2005,NS
54377,2005,NS
54385,2005,NS
54398,2005,NS
54405,2005,NS
54418,2005,NS
54480,2005,NS
54498,2005,HH
54518,2005,NS
54520,2005,NS
54553,2005,NS
54599,2005,NS
54660,2005,NS
54670,2005,HH
54673,2005,NS
54680,2005,NS
54720,2005,HH
54743,2005,NS
54800,2005,HH
54810,2005,HH
54820,2005,NS
54871,2005,NS
54874,2005,NS
63001,2005,NS
63111,2005,NS
63130,2005,NS
63190,2005,NS
63212,2005,NS
63272,2005,NS
63302,2005,NS
63401,2005,LL
63470,2005,NS
63548,2005,NS
63594,2005,NS
63690,2005,LL
66001,2005,LL
66045,2005,NS
66075,2005,NS
66088,2005,NS
66170,2005,NS
66318,2005,NS
66383,2005,NS
66400,2005,NS
66440,2005,HL
66456,2005,NS
66572,2005,NS
66594,2005,NS
66682,2005,LL
66687,2005,NS
68001,2005,NS
68013,2005,NS
68020,2005,NS
68051,2005,NS
68077,2005,NS
68079,2005,NS
68081,2005,NS
68092,2005,NS
68101,2005,NS
68121,2005,NS
68132,2005,NS
68147,2005,NS
68152,2005,NS
68160,2005,NS
68162,2005,NS
68167,2005,NS
68169,2005,HL
68176,2005,NS
68179,2005,NS
68190,2005,NS
68207,2005,NS
68209,2005,NS
68211,2005,NS
68217,2005,NS
68229,2005,NS
68235,2005,NS
68245,2005,NS
68250,2005,NS
68255,2005,NS
68264,2005,NS
68266,2005,NS
68271,2005,NS
68276,2005,LL
68296,2005,NS
68298,2005,NS
68307,2005,LL
68318,2005,NS
68320,2005,NS
68322,2005,NS
68324,2005,NS
68327,2005,NS
68344,2005,NS
68368,2005,NS
68370,2005,NS
68377,2005,NS
68385,2005,NS
68397,2005,NS
68406,2005,NS
68418,2005,NS
68425,2005,NS
68432,2005,NS
68444,2005,NS
68464,2005,NS
68468,2005,NS
68498,2005,NS
68500,2005,NS
68502,2005,NS
68522,2005,NS
68524,2005,NS
68533,2005,NS
68547,2005,NS
68549,2005,NS
68572,2005,NS
68573,2005,NS
68575,2005,NS
68615,2005,NS
68655,2005,NS
68669,2005,NS
68673,2005,NS
68679,2005,NS
68682,2005,NS
68684,2005,NS
68686,2005,NS
68689,2005,NS
68705,2005,NS
68720,2005,NS
68745,2005,NS
68755,2005,NS
68770,2005,NS
68773,2005,NS
68780,2005,NS
68820,2005,HL
68855,2005,NS
68861,2005,NS
68867,2005,NS
68872,2005,NS
68895,2005,NS
70001,2005,NS
70110,2005,HH
70124,2005,HH
70204,2005,HH
70215,2005,NS
70221,2005,NS
70230,2005,HH
70233,2005,NS
70235,2005,HH
70265,2005,HH
70400,2005,NS
70418,2005,NS
70429,2005,HH
70473,2005,NS
70508,2005,HH
70523,2005,NS
70670,2005,NS
70678,2005,HH
70702,2005,NS
70708,2005,HH
70713,2005,HH
70717,2005,HH
70742,2005,HH
70771,2005,HH
70820,2005,NS
70823,2005,NS
73001,2005,NS
73024,2005,NS
73026,2005,NS
73030,2005,NS
73043,2005,NS
73055,2005,NS
73067,2005,NS
73124,2005,NS
73148,2005,NS
73152,2005,NS
73168,2005,NS
73200,2005,NS
73217,2005,NS
73226,2005,NS
73236,2005,NS
73268,2005,NS
73270,2005,NS
73275,2005,NS
73283,2005,NS
73319,2005,NS
73347,2005,HL
73349,2005,NS
73352,2005,NS
73408,2005,NS
73411,2005,NS
73443,2005,NS
73449,2005,NS
73461,2005,NS
73483,2005,NS
73504,2005,NS
73520,2005,NS
73547,2005,NS
73555,2005,NS
73563,2005,NS
73585,2005,NS
73616,2005,HL
73622,2005,NS
73624,2005,NS
73671,2005,NS
73675,2005,NS
73678,2005,NS
73686,2005,NS
73770,2005,NS
73854,2005,NS
73861,2005,NS
73870,2005,NS
73873,2005,NS
76001,2005,LL
76020,2005,NS
76036,2005,NS
76041,2005,NS
76054,2005,NS
76100,2005,NS
76109,2005,NS
76111,2005,LL
76113,2005,LL
76122,2005,NS
76126,2005,NS
76130,2005,LL
76147,2005,NS
76233,2005,NS
76243,2005,NS
76246,2005,NS
76248,2005,LL
76250,2005,NS
76275,2005,LL
76306,2005,LL
76318,2005,LL
76364,2005,LL
76377,2005,HL
76400,2005,NS
76403,2005,LL
76497,2005,NS
76520,2005,LL
76563,2005,LL
76606,2005,NS
76616,2005,NS
76622,2005,NS
76670,2005,LL
76736,2005,NS
76823,2005,NS
76828,2005,NS
76834,2005,LL
76845,2005,NS
76863,2005,NS
76869,2005,LL
76890,2005,LL
76892,2005,LL
76895,2005,NS
81001,2005,NS
81065,2005,NS
81220,2005,NS
81591,2005,NS
81736,2005,NS
81794,2005,NS
85001,2005,NS
85010,2005,NS
85015,2005,NS
85125,2005,NS
85136,2005,NS
85139,2005,NS
85162,2005,NS
85225,2005,NS
85230,2005,NS
85250,2005,NS
85263,2005,NS
85279,2005,NS
85300,2005,NS
85315,2005,NS
85325,2005,NS
85400,2005,NS
85410,2005,NS
85430,2005,NS
85440,2005,NS
86001,2005,NS
86219,2005,NS
86320,2005,NS
86568,2005,NS
86569,2005,NS
86571,2005,NS
86573,2005,NS
86749,2005,NS
86755,2005,NS
86757,2005,NS
86760,2005,NS
86865,2005,NS
86885,2005,NS
91001,2005,NS
91540,2005,NS
94001,2005,NS
95001,2005,LH
95015,2005,NS
95025,2005,NS
95200,2005,NS
97001,2005,NS
97161,2005,NS
97777,2005,HL
99524,2005,NS
99624,2005,NS
99773,2005,NS
